,Yourself,workstat,age,divorce,widowed,educ,Total no of Children,income,region convert,attend convert,owngun convert,tvhours converted,vhappy,mothfath16,black,female,blackfemale,occattend,regattend,unem10,happy
631,1,8,24,0,0,11,1,3,8,3,1,4,0,0,0,0,0,1,0,2,1
632,1,8,40,0,0,12,0,6,8,6,1,1,0,1,0,0,0,0,1,0,1
633,1,8,29,1,0,11,1,4,8,1,1,1,0,0,0,1,0,0,0,1,0
634,1,8,45,1,0,13,1,6,8,3,2,5,0,1,0,0,0,1,0,1,1
635,1,8,28,0,0,12,2,6,8,3,2,3,0,1,0,1,0,1,0,0,1
636,1,8,40,2,0,13,0,3,8,0,2,2,0,1,0,0,0,0,0,1,1
637,1,4,28,0,0,12,0,1,8,1,0,6,0,1,0,1,0,0,0,2,1
638,1,8,30,0,0,13,0,6,8,1,0,1,0,0,0,0,0,0,0,2,0
639,1,8,64,2,0,18,0,6,8,5,2,1,0,1,0,1,0,0,0,0,1
640,1,8,47,2,0,14,2,6,8,1,0,1,0,1,0,1,0,0,0,0,1
641,1,1,44,0,0,11,0,7,8,5,0,1,1,1,0,1,0,0,0,0,1
642,1,8,31,0,0,13,1,6,8,5,0,3,0,1,0,1,0,0,0,2,1
643,1,8,58,0,0,19,0,6,6,3,0,1,1,1,0,0,0,1,0,0,1
644,1,1,26,0,0,12,2,6,6,4,0,1,0,0,1,0,0,1,0,1,1
645,1,6,50,2,0,14,0,7,6,5,0,3,0,1,1,1,1,0,0,2,1
646,1,8,65,2,0,16,0,6,6,4,2,3,0,0,1,0,0,1,0,0,1
647,1,8,33,0,0,17,0,6,6,3,0,2,0,0,1,1,1,1,0,2,1
648,1,8,43,2,0,16,0,6,6,2,0,1,0,1,1,1,1,1,0,0,1
649,1,3,23,2,0,13,0,1,6,5,0,1,1,1,0,0,0,0,0,0,1
650,1,8,64,2,0,18,0,4,6,0,0,2,0,1,0,0,0,0,0,2,1
651,1,8,68,2,0,16,0,7,6,2,0,3,0,0,1,1,1,1,0,2,1
652,1,8,32,2,0,12,0,3,6,2,0,1,0,0,1,1,1,1,0,1,1
653,1,8,49,2,0,16,0,3,6,1,2,5,0,0,0,0,0,0,0,0,1
654,1,8,22,2,0,10,0,6,6,2,2,12,0,0,1,1,1,1,0,1,1
655,1,8,36,0,0,14,1,6,6,5,2,3,0,1,1,0,0,0,0,0,1
656,1,8,47,2,0,15,0,6,6,3,2,4,0,1,1,1,1,1,0,0,1
657,1,8,42,2,0,12,1,6,6,1,0,6,0,0,1,1,1,0,0,2,1
658,1,8,36,2,0,16,0,6,6,5,0,1,0,1,1,1,1,0,0,0,1
659,1,8,57,0,0,12,1,6,6,2,0,1,0,1,1,0,0,1,0,1,0
660,1,8,28,0,0,10,2,6,6,1,2,4,0,0,0,1,0,0,0,0,1
661,1,7,51,2,0,13,0,4,6,2,1,1,0,1,0,0,0,1,0,1,1
662,1,9,47,2,0,18,0,6,6,0,0,0,1,0,0,1,0,0,0,2,1
663,1,8,60,0,0,18,1,7,6,1,2,3,1,1,0,0,0,0,0,0,1
664,1,8,75,0,0,20,0,7,6,1,0,2,1,0,0,1,0,0,0,2,1
665,1,8,73,2,0,18,0,6,6,1,0,2,0,1,0,0,0,0,0,2,1
666,1,8,48,2,0,16,0,6,6,2,2,0,1,0,0,1,0,1,0,1,1
667,1,7,46,2,0,11,0,1,6,5,0,1,0,0,0,0,0,0,0,1,1
668,1,8,61,2,0,15,0,6,6,0,0,1,1,0,0,1,0,0,0,0,1
669,1,8,47,2,0,16,0,5,6,5,1,1,1,1,0,0,0,0,0,1,1
670,1,4,46,1,0,14,0,2,6,0,0,3,0,0,0,1,0,0,0,2,1
671,1,4,40,0,0,12,0,3,6,5,0,1,0,0,0,1,0,0,0,0,1
672,1,8,51,2,0,15,0,6,6,2,0,1,0,0,0,1,0,1,0,2,1
673,1,8,74,2,0,19,0,6,6,0,2,4,0,1,0,0,0,0,0,0,1
674,1,8,75,0,0,20,0,6,6,0,2,1,0,1,0,0,0,0,0,0,1
675,1,9,57,2,0,19,0,6,6,3,0,3,1,1,0,1,0,1,0,2,1
676,1,8,51,2,0,14,0,6,6,0,0,3,0,0,0,1,0,0,0,2,0
677,1,9,29,2,0,13,0,1,6,1,0,1,0,0,1,1,1,0,0,0,1
678,1,4,65,0,1,12,0,6,6,3,1,1,1,0,0,1,0,1,0,0,1
679,1,1,44,2,0,11,3,3,6,4,0,1,0,0,1,1,1,1,0,1,1
680,1,9,30,2,0,14,0,6,6,0,2,3,0,1,0,0,0,0,0,0,1
681,1,8,74,2,0,18,0,6,6,4,2,1,0,0,1,1,1,1,0,1,1
682,1,4,49,0,0,16,0,6,6,1,1,1,1,1,0,0,0,0,0,0,1
683,1,7,42,2,0,11,0,4,6,4,1,1,0,1,1,0,0,1,0,1,0
684,1,8,53,2,0,12,3,6,8,1,1,3,0,0,0,0,0,0,0,2,1
685,1,8,66,2,0,20,0,6,8,5,2,2,0,1,0,1,0,0,0,1,1
686,1,8,51,2,0,13,0,6,8,1,0,1,0,1,0,0,0,0,0,2,1
687,1,8,36,2,0,14,0,3,8,4,2,3,0,1,0,1,0,1,0,1,1
688,1,4,29,0,0,8,0,1,8,5,2,5,0,0,0,1,0,0,1,0,0
689,1,8,32,2,0,12,0,3,8,4,0,3,1,0,0,1,0,1,0,2,1
690,1,1,41,0,0,13,1,7,8,99,0,2,0,0,0,1,0,1,1,2,1
691,1,4,69,1,0,6,0,2,8,6,0,1,1,0,0,0,0,0,1,0,1
692,1,8,65,0,0,17,2,6,8,5,2,1,0,0,0,0,0,0,0,0,1
693,1,8,61,1,0,14,0,6,8,2,1,1,0,1,0,1,0,1,0,1,1
694,1,3,0,1,0,14,2,6,8,5,2,2,0,1,0,0,0,0,0,0,1
695,1,9,47,0,0,12,3,6,8,5,1,1,0,1,0,1,0,0,0,2,1
696,1,8,48,1,0,17,0,6,8,3,1,1,0,1,0,1,0,1,0,2,1
697,1,8,64,0,0,17,2,6,8,4,2,3,0,1,0,1,0,1,0,0,0
698,1,8,42,0,0,12,1,6,8,2,1,1,0,1,0,0,0,1,0,2,1
699,1,8,44,0,0,8,2,7,8,6,2,3,1,1,0,1,0,0,1,0,1
700,1,6,32,2,0,11,4,6,8,3,1,1,0,0,0,0,0,1,0,0,1
701,1,1,43,0,0,13,0,6,8,6,1,1,1,0,0,1,0,0,1,0,1
702,1,8,34,0,0,12,2,6,8,5,0,1,0,1,0,1,0,0,1,0,1
703,1,8,66,0,0,15,2,6,8,5,1,1,0,1,0,0,0,0,0,1,1
704,1,8,33,0,0,14,1,6,8,3,1,1,1,1,0,1,0,1,0,2,1
705,1,8,22,0,0,6,2,6,8,2,1,3,0,1,0,0,0,1,0,2,1
706,1,8,31,1,0,12,1,3,8,4,2,1,1,1,0,0,0,1,0,1,1
707,1,7,36,1,0,12,0,7,8,5,1,1,0,1,1,0,0,0,0,1,1
708,1,8,44,1,0,12,0,6,8,4,0,1,1,1,0,0,0,1,0,0,1
709,1,8,51,0,0,14,0,6,8,3,1,1,0,1,1,1,1,1,0,0,1
710,1,8,36,0,0,14,1,6,8,5,1,0,0,0,1,1,1,0,0,2,0
711,1,8,42,2,0,12,0,1,8,5,0,6,1,1,1,1,1,0,0,2,1
712,1,4,60,2,0,13,0,3,8,3,2,12,0,0,1,1,1,1,0,1,0
713,1,8,43,0,0,11,1,6,8,2,1,2,0,0,1,1,1,1,0,2,1
714,1,8,33,2,0,12,1,4,8,3,0,1,0,1,1,1,1,1,0,0,1
715,1,8,49,0,0,16,2,6,8,6,0,1,0,1,0,0,0,0,1,1,1
716,1,8,51,1,0,20,2,6,8,4,1,1,0,1,0,0,0,1,0,2,1
717,1,8,86,0,0,18,2,6,8,4,2,3,1,1,0,0,0,1,0,0,1
718,1,1,40,0,0,12,2,6,8,4,2,4,0,1,0,1,0,1,0,0,1
719,1,8,51,1,0,16,2,6,8,1,1,1,1,1,0,0,0,0,0,2,1
720,1,8,65,0,0,19,1,6,8,4,1,1,1,1,0,0,0,1,0,0,1
721,1,7,59,0,0,16,1,6,8,5,1,3,0,1,0,0,0,0,0,2,0
722,1,4,40,2,0,8,0,7,8,4,2,2,0,0,0,1,0,1,0,0,0
723,1,4,66,1,0,20,0,5,8,99,0,3,0,0,0,1,0,1,1,2,1
724,1,1,0,0,0,12,0,1,8,4,0,1,0,0,0,1,0,1,0,0,1
725,1,1,36,0,0,12,0,3,8,2,2,6,0,1,0,1,0,1,0,0,0
726,1,4,46,0,0,13,0,7,8,2,0,5,0,1,0,1,0,1,0,2,1
727,1,4,34,0,0,12,0,7,8,1,0,5,0,1,0,1,0,0,0,2,1
728,1,4,42,2,0,7,0,2,4,5,0,11,0,0,0,0,0,0,0,2,1
729,1,4,29,2,0,8,0,1,4,5,2,4,0,0,1,1,1,0,0,0,1
730,1,4,42,0,0,7,0,3,4,1,0,1,0,1,1,0,0,0,0,0,1
731,1,4,23,0,0,0,0,2,4,6,0,4,0,1,1,0,0,0,1,2,0
732,1,7,28,2,0,15,0,3,4,1,2,4,0,0,0,1,0,0,0,1,1
733,1,8,61,2,0,16,0,6,4,2,2,1,0,1,0,0,0,1,0,1,1
734,1,4,36,2,0,12,0,1,4,0,0,7,0,1,0,1,0,0,0,2,0
735,1,8,57,0,0,13,2,6,4,3,1,1,0,1,0,1,0,1,0,1,1
736,1,8,66,0,0,18,0,7,4,1,2,2,0,1,0,1,0,0,0,0,1
737,1,4,33,0,0,12,0,6,4,5,1,1,1,1,0,1,0,0,0,0,1
738,1,1,66,0,0,18,2,6,4,3,1,1,1,1,0,1,0,1,0,2,1
739,1,8,30,0,0,14,0,6,4,5,0,1,0,1,0,0,0,0,0,0,1
740,1,8,27,2,0,13,1,6,4,1,2,3,0,1,0,1,0,0,0,0,1
741,1,3,60,0,0,12,0,5,4,1,0,1,0,1,0,1,0,0,0,0,1
742,1,8,37,0,0,12,2,6,4,5,1,3,1,1,0,1,0,0,0,2,1
743,1,1,60,0,0,17,0,7,4,5,2,1,1,1,0,1,0,0,0,0,1
744,1,1,38,0,0,12,0,3,4,6,2,1,0,1,0,1,0,0,1,0,1
745,1,8,33,0,0,16,1,7,4,5,0,1,0,1,0,1,0,0,0,1,1
746,1,1,74,1,0,16,3,6,4,5,2,1,0,1,0,1,0,0,0,1,1
747,1,4,48,0,0,12,0,6,4,1,2,4,0,1,0,1,0,0,0,0,1
748,1,8,33,2,0,15,0,5,4,1,2,4,0,1,0,0,0,0,0,1,1
749,1,9,66,0,0,15,0,6,4,5,0,1,1,1,0,1,0,0,0,0,1
750,1,8,64,2,0,18,0,6,4,3,0,1,0,0,0,1,0,1,0,2,1
751,1,8,39,2,0,16,0,5,4,1,0,2,0,1,0,0,0,0,0,2,1
752,1,4,74,0,0,16,0,6,4,0,0,0,1,1,0,1,0,0,0,2,1
753,1,8,41,2,0,16,1,6,4,0,2,3,0,0,0,1,0,0,0,1,1
754,1,8,54,0,0,20,0,7,4,1,0,1,0,1,0,1,0,0,0,2,1
755,1,8,64,2,0,18,0,6,4,4,2,1,0,1,0,0,0,1,0,0,1
756,1,8,41,0,0,13,0,6,4,1,2,2,0,0,0,0,0,0,0,1,1
757,1,8,35,0,0,13,0,6,4,1,0,1,1,1,0,0,0,0,0,0,1
758,1,4,31,2,0,14,0,1,4,0,0,1,1,1,0,0,0,0,0,1,1
759,1,8,46,2,0,16,0,6,4,1,2,2,0,1,0,1,0,0,0,1,1
760,1,5,0,2,0,16,0,3,4,5,0,1,0,1,0,1,0,0,0,0,1
761,1,4,43,0,0,12,0,6,4,1,0,1,1,1,0,0,0,0,0,2,1
762,1,1,49,0,0,16,1,6,4,1,0,1,1,1,0,1,0,0,0,0,1
763,1,1,46,0,0,12,3,6,4,0,2,4,0,1,0,1,0,0,0,0,1
764,1,9,52,0,0,16,0,6,4,3,2,1,1,1,0,1,0,1,0,0,1
765,1,8,64,0,0,18,2,6,4,3,2,2,0,1,0,1,0,1,0,1,1
766,1,8,44,0,0,16,0,6,4,1,0,1,0,1,0,1,0,0,0,2,1
767,1,8,60,2,0,15,2,6,4,0,0,1,0,1,0,1,0,0,0,1,0
768,1,8,73,0,0,18,3,6,4,2,2,1,0,1,0,0,0,1,0,1,1
769,1,9,43,0,0,17,2,6,4,4,2,1,0,0,0,1,0,1,0,0,1
770,1,8,49,1,0,12,1,6,4,0,1,1,0,1,0,0,0,0,0,2,1
771,1,4,46,2,0,12,0,7,6,4,0,1,1,1,0,1,0,1,0,0,1
772,1,7,34,2,0,14,0,3,6,5,0,5,0,1,0,1,0,0,0,2,1
773,1,6,41,0,0,12,2,7,6,6,2,1,1,1,0,1,0,0,1,1,1
774,1,8,51,2,0,13,4,5,6,5,0,1,0,1,0,1,0,0,0,2,1
775,1,8,60,0,0,14,0,6,6,99,2,2,0,1,1,0,0,1,1,1,1
776,1,8,46,1,0,13,2,7,6,3,0,1,0,1,1,1,1,1,0,2,1
777,1,6,69,0,0,17,1,5,6,6,0,1,0,1,0,0,0,0,1,1,1
778,1,8,57,0,0,15,1,7,6,5,2,3,0,0,1,0,0,0,0,0,1
779,1,1,64,0,0,16,0,6,6,2,2,1,1,1,0,1,0,1,0,0,1
780,1,1,54,1,0,16,2,6,6,6,0,1,0,1,0,1,0,0,1,0,0
781,1,1,59,0,0,18,3,6,6,5,2,1,0,1,0,1,0,0,0,0,1
782,1,9,64,0,0,16,0,6,6,5,0,0,1,1,0,1,0,0,0,2,1
783,1,1,0,0,0,13,1,6,6,5,0,2,1,1,0,1,0,0,0,2,1
784,1,6,54,0,0,16,0,6,6,2,1,1,0,1,0,0,0,1,0,0,1
785,1,9,46,0,0,15,2,6,6,5,0,1,1,1,0,1,0,0,0,2,1
786,1,8,32,2,0,16,0,6,6,2,1,3,0,1,0,0,0,1,0,2,1
787,1,1,47,1,0,13,0,6,6,2,2,2,1,1,0,1,0,1,0,0,1
788,1,8,51,0,0,16,0,6,6,3,2,2,1,1,0,0,0,1,0,0,1
789,1,1,49,0,0,13,2,6,6,3,0,1,0,1,0,1,0,1,0,0,1
790,1,8,31,0,0,14,0,5,6,5,1,1,1,1,0,0,0,0,0,0,1
791,1,8,53,2,0,20,0,6,6,3,2,1,0,1,0,0,0,1,0,0,1
792,1,8,53,0,0,16,3,6,6,4,2,2,0,1,0,0,0,1,0,0,1
793,1,1,58,0,0,15,3,6,6,99,0,1,1,1,0,1,0,1,1,0,1
794,1,8,49,1,0,16,0,6,6,1,1,2,1,1,0,0,0,0,0,2,1
795,1,8,0,2,0,16,0,6,6,2,1,2,1,1,0,1,0,1,0,2,1
796,1,1,43,0,0,17,2,6,6,2,0,1,1,0,0,1,0,1,0,0,1
797,1,8,49,2,0,13,2,5,6,1,2,4,0,0,0,1,0,0,0,1,1
798,1,1,0,0,0,16,2,6,6,2,0,1,0,0,0,1,0,1,0,0,1
799,1,8,44,0,0,18,2,6,6,0,0,1,0,1,0,0,0,0,0,1,1
800,1,8,51,2,0,11,0,6,6,5,1,1,0,0,0,1,0,0,0,2,1
801,1,8,51,2,0,16,0,6,6,3,0,1,0,0,0,0,0,1,0,1,0
802,1,1,40,0,0,12,2,6,6,6,1,1,0,0,0,1,0,0,1,2,1
803,1,8,46,2,0,14,0,6,6,4,1,1,0,1,0,1,0,1,0,0,0
804,1,7,40,1,0,14,2,6,6,5,2,3,0,0,1,1,1,0,0,1,1
805,1,8,54,0,0,19,0,6,6,2,1,1,0,0,0,0,0,1,0,2,1
806,1,9,36,0,0,16,1,6,6,6,2,2,1,1,0,1,0,0,1,0,1
807,1,8,74,2,0,14,0,7,6,2,1,1,0,1,0,0,0,1,0,2,1
808,1,8,42,1,0,11,1,6,6,4,1,1,0,1,1,1,1,1,0,2,1
809,1,8,66,2,0,16,0,6,6,2,0,1,0,0,0,1,0,1,0,2,1
810,1,8,40,2,0,12,0,6,6,1,1,1,0,1,1,0,0,0,0,0,1
811,1,8,41,2,0,12,1,2,6,0,2,1,0,0,0,1,0,0,0,0,0
812,1,9,22,2,0,13,1,1,6,4,2,8,0,0,1,1,1,1,0,1,1
813,1,4,0,2,0,12,0,7,6,4,2,2,0,0,1,0,0,1,0,1,1
814,1,8,22,2,0,11,3,3,6,0,0,1,0,0,1,1,1,0,0,1,0
815,1,9,22,2,0,14,0,7,6,2,1,1,0,0,1,0,0,1,0,1,1
816,1,8,59,1,0,18,1,6,6,3,1,2,1,1,0,0,0,1,0,2,1
817,1,4,47,0,0,16,0,6,6,4,1,4,0,0,0,0,0,1,0,2,1
818,1,8,69,2,0,17,0,6,6,5,2,2,0,1,0,1,0,0,0,0,1
819,1,8,46,2,0,17,0,6,6,1,0,1,0,1,0,1,0,0,0,0,1
820,1,8,51,1,0,14,2,6,7,6,2,2,1,1,0,0,0,0,1,0,1
821,1,8,66,0,0,18,0,6,6,4,1,2,1,1,0,1,0,1,0,2,1
822,1,4,50,1,0,14,0,6,6,5,1,1,1,1,0,1,0,0,1,0,1
823,1,8,59,2,0,16,0,6,6,1,2,1,0,1,0,0,0,0,0,0,1
824,1,8,51,0,0,16,1,6,6,2,1,1,0,1,0,1,0,1,0,2,1
825,1,4,30,0,0,12,0,5,6,5,2,3,0,1,0,0,0,0,1,0,1
826,1,8,30,2,0,14,0,6,6,1,2,3,0,1,0,0,0,0,0,0,1
827,1,8,66,0,0,15,2,6,6,4,0,1,1,1,0,1,0,1,0,0,1
828,1,4,51,0,0,16,0,6,6,5,2,2,0,1,0,0,0,0,1,0,1
829,1,6,46,0,0,13,0,6,6,1,0,2,1,1,0,1,0,0,0,2,1
830,1,8,49,0,0,16,0,6,6,2,1,2,1,0,0,1,0,1,0,2,1
831,1,9,39,2,0,12,4,3,6,1,0,1,0,1,0,1,0,0,0,1,1
832,1,6,74,1,0,13,3,6,6,1,2,4,1,0,0,1,0,0,0,0,1
833,1,1,22,1,0,12,3,6,6,6,0,1,0,0,0,1,0,0,1,1,1
834,1,8,51,2,0,11,1,6,6,6,0,1,0,1,0,0,0,0,1,1,1
835,1,1,51,0,0,11,0,6,6,0,2,0,0,1,0,1,0,0,0,0,1
836,1,8,43,2,0,12,0,3,6,4,2,3,0,0,0,1,0,1,0,1,1
837,1,8,28,2,0,14,0,6,6,0,0,3,0,1,0,0,0,0,0,2,0
838,1,8,47,0,0,12,0,5,6,1,0,1,1,0,0,1,0,0,0,0,1
839,1,9,46,1,0,12,2,6,6,3,1,1,0,1,0,1,0,1,0,0,1
840,1,4,62,2,0,16,0,3,6,0,1,2,0,1,0,0,0,0,0,2,1
841,1,8,52,0,0,16,3,6,6,5,0,1,0,1,0,1,0,0,0,2,1
842,1,1,0,0,0,12,0,7,6,0,1,1,1,0,0,1,0,0,0,0,1
843,1,8,48,0,0,13,1,7,6,1,1,1,0,1,0,1,0,0,0,0,1
844,1,4,39,0,0,8,0,4,6,5,2,4,0,1,0,0,0,0,1,0,1
845,1,8,33,2,0,13,0,3,6,1,0,5,0,1,0,0,0,0,0,2,1
846,1,8,44,2,0,15,0,4,6,6,0,2,1,0,0,1,0,0,1,2,1
847,1,8,29,2,0,12,0,5,6,1,2,3,1,0,0,0,0,0,0,0,1
848,1,8,47,1,0,12,2,6,6,6,1,1,0,1,0,0,0,0,1,0,1
849,1,4,0,2,0,13,0,7,6,99,0,1,0,1,0,1,0,1,1,0,1
850,1,8,22,2,0,10,0,3,6,6,0,5,0,1,1,0,0,0,1,2,0
851,1,9,28,2,0,13,0,2,6,5,2,4,0,1,0,0,0,0,0,1,1
852,1,4,30,2,0,14,0,1,6,0,0,1,0,1,0,0,0,0,0,0,0
853,1,3,36,1,0,8,1,7,6,1,0,6,0,1,0,0,0,0,0,2,1
854,1,4,31,2,0,14,0,1,6,3,0,8,0,0,0,0,0,1,0,2,1
855,1,3,0,2,0,12,0,1,6,6,0,1,0,1,0,0,0,0,1,0,1
856,1,5,22,2,0,12,4,3,7,6,2,3,0,0,1,1,1,0,1,1,1
857,1,8,36,2,0,12,2,4,7,1,0,1,0,0,1,1,1,0,0,0,1
858,1,1,29,0,0,13,3,5,7,6,2,4,0,0,1,1,1,0,1,1,1
859,1,1,24,2,0,11,1,2,7,5,0,3,0,0,1,1,1,0,1,2,0
860,1,4,30,2,0,8,0,2,7,6,2,5,0,0,1,0,0,0,1,0,1
861,1,8,32,2,0,13,0,6,7,6,0,1,0,1,1,1,1,0,1,0,1
862,1,9,68,0,0,14,1,5,0,5,0,1,0,0,1,1,1,0,0,0,0
863,1,8,52,0,0,14,2,6,0,5,0,2,0,1,0,1,0,0,0,2,1
864,1,8,53,0,0,13,1,3,0,5,1,3,1,1,0,0,0,0,1,2,1
865,1,1,29,0,0,12,1,5,0,1,2,2,0,0,0,1,0,0,0,0,1
866,1,8,32,0,0,14,1,5,0,1,1,1,0,1,0,0,0,0,0,0,0
867,1,1,20,0,0,12,2,6,0,1,2,3,0,1,0,1,0,0,0,0,1
868,1,8,42,2,0,13,1,4,0,3,0,1,0,0,1,1,1,1,0,0,0
869,1,8,49,2,0,12,2,5,0,1,0,1,0,0,0,0,0,0,0,0,1
870,1,1,29,0,0,13,0,4,0,0,1,6,0,0,0,1,0,0,0,2,1
871,1,1,42,0,0,13,2,3,0,5,0,1,0,1,0,1,0,0,0,2,1
872,1,4,33,0,0,12,0,2,7,5,2,4,0,0,1,1,1,0,0,0,1
873,1,8,35,1,0,11,0,6,7,1,2,1,0,0,1,0,0,0,0,0,1
874,1,8,43,0,0,13,3,6,7,5,0,1,1,0,1,0,0,0,0,0,1
875,1,8,36,0,0,12,3,3,7,5,2,2,0,1,1,1,1,0,0,1,1
876,1,8,52,2,0,14,0,6,7,5,0,4,1,0,1,1,1,0,0,2,1
877,1,8,42,2,0,14,1,3,7,2,0,5,0,1,1,1,1,1,0,2,0
878,1,1,37,2,0,12,3,3,7,5,0,4,0,0,1,1,1,0,0,2,0
879,1,8,60,2,0,14,2,2,7,4,2,4,0,1,1,1,1,1,0,1,1
880,1,8,33,2,0,9,0,6,7,5,1,1,0,0,1,0,0,0,1,0,1
881,1,3,46,2,0,12,3,4,7,5,0,1,0,0,1,1,1,0,0,1,0
882,1,8,49,0,0,16,1,6,7,1,2,4,1,1,0,1,0,0,0,0,1
883,1,8,53,0,0,17,4,6,7,4,1,1,0,1,0,0,0,1,0,0,1
884,1,8,48,0,0,15,0,6,7,1,1,1,0,1,0,0,0,0,0,0,1
885,1,8,29,2,0,12,0,3,7,3,2,2,0,1,0,1,0,1,0,1,1
886,1,8,49,2,0,16,1,6,7,0,2,2,1,1,0,1,0,0,0,0,1
887,1,8,47,0,0,16,0,6,7,3,0,1,0,1,0,0,0,1,0,0,1
888,1,8,49,2,0,16,0,6,7,5,2,3,0,1,0,0,0,0,0,1,1
889,1,1,49,2,0,12,1,5,7,4,0,2,0,0,0,1,0,1,0,2,1
890,1,8,64,2,0,19,0,6,7,3,2,2,0,1,0,1,0,1,0,1,0
891,1,8,42,2,0,12,1,4,7,2,0,3,0,0,0,1,0,1,0,2,1
892,1,8,64,0,0,18,0,6,7,5,1,1,0,1,0,1,0,0,0,1,1
893,1,8,36,0,0,14,0,6,7,0,1,1,0,1,0,0,0,0,0,1,1
894,1,8,43,1,1,14,0,6,7,3,2,2,1,1,0,1,0,1,0,0,1
895,1,8,42,2,0,16,0,6,7,1,0,1,0,1,0,0,0,0,0,2,1
896,1,8,31,1,0,12,0,6,7,1,0,1,0,1,0,1,0,0,0,1,1
897,1,8,41,2,0,19,0,5,7,1,2,4,0,1,0,1,0,0,0,1,1
898,1,4,46,0,0,12,0,5,7,0,0,1,0,1,0,1,0,0,0,0,0
899,1,8,51,2,0,16,0,6,7,3,0,1,0,1,0,1,0,1,0,2,1
900,1,8,42,2,0,12,0,6,7,5,1,3,0,1,0,1,0,0,0,2,1
901,1,8,33,2,0,18,0,6,7,1,2,1,1,0,0,1,0,0,0,0,1
902,1,8,51,2,0,12,0,6,7,4,1,1,0,1,0,0,0,1,0,1,1
903,1,8,65,2,0,18,0,6,7,5,0,0,1,1,0,0,0,0,0,2,1
904,1,8,38,2,0,12,1,5,7,2,2,1,0,0,0,1,0,1,0,1,1
905,1,1,0,0,0,8,0,7,7,0,2,7,0,0,0,1,0,0,0,0,0
906,1,8,42,2,0,14,0,5,7,5,0,1,0,1,0,1,0,0,0,2,1
907,1,8,69,2,0,19,0,3,7,1,0,1,0,1,0,1,0,0,0,0,0
908,1,9,34,2,0,15,0,1,7,1,0,1,0,1,0,1,0,0,0,2,1
909,1,8,34,2,0,15,0,6,7,2,2,1,0,1,0,1,0,1,0,0,1
910,1,5,64,2,0,20,0,3,7,4,2,3,0,0,0,0,0,1,0,1,1
911,1,9,42,2,0,15,0,2,7,1,0,4,0,1,0,1,0,0,0,2,1
912,1,8,46,2,0,16,0,3,7,4,0,1,1,1,0,1,0,1,0,2,1
913,1,8,55,0,0,14,1,6,7,5,0,1,0,1,0,1,0,0,0,0,1
914,1,6,51,2,0,13,0,6,7,1,2,2,0,1,0,0,0,0,0,1,0
915,1,8,61,0,0,18,0,6,7,0,0,1,1,1,0,0,0,0,0,2,1
916,1,4,44,2,0,12,0,2,7,0,1,1,0,1,0,1,0,0,0,1,1
917,1,8,61,2,0,18,0,6,7,5,2,1,0,1,0,0,0,0,0,1,1
918,1,8,35,2,1,12,1,6,7,0,0,2,0,1,0,0,0,0,0,2,1
919,1,7,36,2,0,12,0,1,7,0,0,2,0,1,0,0,0,0,0,2,1
920,1,8,29,1,0,18,0,6,7,2,2,4,0,1,0,0,0,1,0,1,1
921,1,8,53,0,0,14,1,6,7,1,2,1,0,0,0,0,0,0,0,0,1
922,1,8,27,0,0,16,1,6,7,6,1,1,0,0,0,0,0,0,1,0,1
923,1,8,52,2,0,14,1,6,7,4,2,1,0,1,0,1,0,1,0,0,1
924,1,8,39,0,0,17,1,6,7,2,1,1,0,1,0,1,0,1,0,0,1
925,1,8,28,1,0,16,2,6,7,0,0,1,0,1,0,1,0,0,0,1,1
926,1,8,29,0,0,12,1,5,7,5,1,4,0,1,0,0,0,0,0,2,1
927,1,1,42,1,1,12,0,6,3,1,0,3,1,1,0,1,0,0,0,2,1
928,1,8,22,2,0,12,0,5,3,2,1,1,1,1,0,0,0,1,0,1,1
929,1,9,28,2,0,12,2,3,3,1,0,1,0,0,0,1,0,0,0,1,1
930,1,1,30,0,1,9,0,6,3,1,0,1,0,0,0,1,0,0,0,0,0
931,1,9,43,0,0,15,2,6,3,6,0,1,1,1,0,1,0,0,1,1,1
932,1,8,61,0,0,15,2,6,3,99,2,3,1,0,0,0,0,1,1,0,1
933,1,8,38,0,0,12,1,5,3,1,2,2,0,1,0,0,0,0,0,0,1
934,1,8,66,2,0,13,5,1,3,5,0,5,0,1,0,1,0,0,0,2,1
935,1,3,39,0,0,16,2,6,3,5,0,2,1,1,0,0,0,0,1,2,1
936,1,1,31,0,0,16,3,6,3,5,0,2,1,1,0,1,0,0,0,2,1
937,1,8,51,0,0,14,0,7,3,5,2,1,0,1,0,1,0,0,0,0,1
938,1,1,51,1,0,12,1,6,3,2,1,2,0,1,0,1,0,1,0,2,1
939,1,9,52,0,0,16,0,6,3,0,2,2,1,1,0,1,0,0,0,0,1
940,1,8,51,0,0,16,2,6,3,2,0,1,1,1,0,1,0,1,0,2,1
941,1,8,57,0,0,13,1,6,3,0,0,1,0,1,0,0,0,0,0,0,1
942,1,4,44,0,0,12,0,3,3,99,0,1,0,1,0,0,0,1,1,0,1
943,1,8,19,0,0,14,3,6,3,1,2,1,0,1,0,0,0,0,0,1,0
944,1,5,35,2,0,15,0,4,3,2,0,4,0,1,0,0,0,1,0,2,0
945,1,5,36,2,0,20,0,2,3,5,2,3,0,1,0,0,0,0,1,1,0
946,1,9,33,2,0,16,0,4,3,0,0,2,0,1,0,1,0,0,0,2,0
